<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;D;230426;000000;81.6945;83.4;80.475;81.7957;793
USDRUB;D;230427;000000;81.794;82.075;80.225;81.8452;1197
USDRUB;D;230428;000000;81.8384;81.8548;77.9;79.43;657
USDRUB;D;230430;000000;79.951;79.951;79.951;79.951;7
USDRUB;D;230501;000000;80.0193;80.032;77.875;79.68;33
USDRUB;D;230502;000000;79.68;80.5433;78.4;80.1068;1066
USDRUB;D;230503;000000;80.1006;80.1195;77;79.4982;947
USDRUB;D;230504;000000;79.4954;79.515;76.855;78.6448;1056
USDRUB;D;230505;000000;78.6523;78.6542;75.555;77.785;912
USDRUB;D;230507;000000;76.79;76.79;76.79;76.79;2
USDRUB;D;230508;000000;77.4092;78.4546;75.5;77.7224;445
